mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1,pred_prob_class0,pred_prob_class1,pred_prob_std_class0,pred_prob_std_class1
-1.05988,-5.653755,0,0,1.202195,6.0531445,0.9873995,0.012600442,0.008398594,0.008398595
-0.3283339,-6.6358714,0,0,1.4917637,7.882476,0.99764764,0.0023522943,0.001479632,0.0014796315
-0.114988565,-6.708361,0,0,1.5099452,8.544243,0.9984633,0.0015366887,0.0011331759,0.0011331738
-0.4525171,-6.7695537,0,0,1.449194,6.7031627,0.99695,0.0030499585,0.0044261185,0.004426122
-0.3607964,-6.9029226,0,0,1.3737849,5.8290186,0.9976222,0.0023776863,0.0026661286,0.0026661302
-0.30315334,-7.0260897,0,0,1.1833667,6.0283747,0.9986575,0.0013424675,0.00073726464,0.00073726545
-0.52029365,-6.3738527,0,0,1.4711668,7.516383,0.99585545,0.004144542,0.0038658774,0.0038658802
-0.35837513,-6.4195433,0,0,1.4962378,8.03132,0.9972959,0.0027040292,0.0017204559,0.0017204545
-1.1703975,-5.299377,0,0,1.3748896,6.436824,0.980811,0.01918899,0.013742752,0.013742752
-0.68063,-5.68555,0,0,1.4338248,7.08764,0.9922284,0.007771647,0.004471598,0.0044715973
-0.5835121,-4.0709014,0,0,1.421463,6.941537,0.9504041,0.04959583,0.06300831,0.06300831
-0.35427302,-6.890194,0,0,1.4511588,7.158474,0.99815005,0.0018499423,0.0013541654,0.0013541641
-0.4799667,-6.413445,0,0,1.4450188,7.0663204,0.99678755,0.0032123737,0.0024398658,0.0024398658
-0.48248655,-5.877367,0,0,1.4908706,7.872036,0.9945333,0.0054667476,0.0035865018,0.0035865
-0.50630206,-6.1838746,0,0,1.4775987,7.696433,0.9958413,0.0041587027,0.0032009308,0.0032009247
-0.20958418,-7.13077,0,0,1.451994,7.2503233,0.99882275,0.0011772047,0.0008905525,0.0008905555
-0.569261,-6.271201,0,0,1.4163405,7.0420737,0.9952557,0.0047442685,0.0038213427,0.003821339
-1.1228635,-4.8076234,0,0,1.4056888,6.8241735,0.9716955,0.02830449,0.014832348,0.01483235
-0.31673366,-6.8082952,0,0,1.4291627,7.19795,0.9978902,0.0021098142,0.0019808896,0.001980889
-0.43609005,-6.115722,0,0,1.4491143,7.764468,0.9955442,0.0044558034,0.0038187325,0.0038187294
-0.20981568,-6.7170515,0,0,1.4883956,7.85082,0.99789184,0.0021081835,0.0022002824,0.0022002826
-0.31356376,-7.0427227,0,0,1.3956228,6.400505,0.99851805,0.0014819441,0.0012794831,0.0012794842
-0.48864907,-6.3819184,0,0,1.4080697,6.399218,0.99567395,0.0043260367,0.0047891666,0.004789165
-0.3539695,-6.333782,0,0,1.3935957,6.311529,0.9965694,0.0034306168,0.003859234,0.003859235
-0.17994219,-6.8673763,0,0,1.5061193,8.227391,0.9985188,0.0014811669,0.0010363159,0.0010363144
-0.32147247,-6.887623,0,0,1.4384737,6.325927,0.9980789,0.0019210795,0.0016103624,0.0016103624
