mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1,pred_prob_class0,pred_prob_class1,pred_prob_std_class0,pred_prob_std_class1
-0.2672871,-7.00645,0,0,2.6771944,7.3499107,0.9986953,0.0013047385,0.0005504063,0.000550404
-0.5270677,-5.567219,0,0,2.5495977,6.7487593,0.9921626,0.007837281,0.005191482,0.0051914826
-0.29078358,-6.8101892,0,0,2.6563365,7.087086,0.99832803,0.0016719769,0.00085836614,0.00085837115
-0.8660272,-5.135039,0,0,2.227894,6.113127,0.9834541,0.016545892,0.011756752,0.011756754
-0.26387474,-6.953699,0,0,2.5229545,6.709599,0.998292,0.0017079245,0.0014768466,0.0014768452
-0.44742084,-6.1557055,0,0,2.4171188,6.464552,0.9958479,0.004152147,0.0029644007,0.0029643984
-0.7613714,-4.5425034,0,0,2.1907818,6.0802903,0.9738469,0.026153106,0.01520176,0.015201764
-0.3840447,-6.517863,0,0,2.6305091,6.9831467,0.9974873,0.0025128098,0.0016200823,0.0016200832
-0.21854095,-7.3767815,0,0,2.6535885,7.0414267,0.9991586,0.00084143283,0.00043146958,0.0004314707
-0.24769454,-7.2687263,0,0,2.6212256,6.9620647,0.9989531,0.0010468175,0.0007191522,0.0007191509
-0.5566976,-5.346074,0,0,2.500974,6.647015,0.99148536,0.008514615,0.0041362713,0.00413627
-0.37541988,-6.458454,0,0,2.6175637,6.824853,0.9968464,0.0031536566,0.002865352,0.0028653506
-0.8969452,-5.146286,0,0,2.11654,6.039238,0.9840651,0.015934832,0.009624236,0.009624235
-0.43494728,-6.1004195,0,0,2.654519,7.0505977,0.99601674,0.0039832825,0.0020757671,0.0020757697
-0.93883055,-4.631657,0,0,2.3742702,6.3933325,0.97118837,0.028811654,0.020035543,0.020035543
-0.37867278,-6.5644355,0,0,2.63704,6.9709215,0.9974998,0.0025001382,0.0014692501,0.001469247
-0.3094384,-6.793194,0,0,2.6519372,7.031273,0.9982158,0.0017842544,0.0011210304,0.0011210314
-0.2666081,-7.0166087,0,0,2.6779706,7.3648186,0.9986364,0.0013635535,0.0006488332,0.0006488357
-0.41647404,-6.0028844,0,0,2.4733574,6.5338306,0.9950686,0.004931359,0.0034697256,0.0034697263
-0.9073619,-5.074581,0,0,2.3698413,6.418845,0.9828196,0.01718034,0.01043921,0.010439212
-0.3884868,-6.2456493,0,0,2.62551,7.0059643,0.9966447,0.0033553967,0.0026989707,0.0026989724
-0.70029587,-5.5734715,0,0,2.205882,5.8848233,0.98919505,0.010804943,0.009786741,0.009786741
-0.28778937,-6.8979764,0,0,2.3336494,6.176981,0.99772763,0.002272454,0.0029943401,0.0029943401
-0.3326202,-6.5755167,0,0,2.346057,6.4470825,0.9966597,0.0033403104,0.0041829334,0.0041829348
-0.43782383,-5.9737487,0,0,2.5973806,6.965494,0.9954712,0.004528866,0.0033248817,0.0033248803
-0.3435352,-6.5291295,0,0,2.6928318,7.2678814,0.99759555,0.0024044595,0.0014299497,0.0014299472
-0.3796192,-6.551899,0,0,2.5813837,6.810503,0.99739826,0.0026017916,0.002209489,0.0022094909
-0.28092358,-6.90965,0,0,2.6842198,7.263877,0.9986149,0.001385177,0.00052553276,0.0005255308
-0.86399317,-4.7391176,0,0,2.1471875,6.091779,0.97528803,0.024711931,0.015390401,0.015390399
-0.502376,-5.854791,0,0,2.5659707,6.668548,0.99349034,0.0065096295,0.0063387104,0.0063387114
-1.3783088,-3.544436,0,0,2.146893,6.0786047,0.88171667,0.11828335,0.066781364,0.066781364
-0.9517898,-4.442498,0,0,2.1062284,5.9955077,0.9630773,0.036922764,0.025724752,0.025724754
-0.39746064,-6.522632,0,0,2.4534962,6.598263,0.9970742,0.002925671,0.0025685064,0.0025685055
-0.26188576,-7.0178833,0,0,2.6966598,7.392396,0.99882674,0.0011732995,0.00010967351,0.0001096762
-0.14377168,-6.4159117,0,0,1.9037769,5.772758,0.9976296,0.0023703813,0.0020290874,0.002029088
-0.31305653,-6.7665014,0,0,2.6881752,7.232253,0.99812055,0.0018794069,0.0011258164,0.0011258154
-0.27770868,-7.011879,0,0,2.689398,7.290078,0.9986068,0.0013932822,0.0007990534,0.0007990552
-0.38612676,-6.42024,0,0,2.6557562,7.14583,0.9973554,0.0026445682,0.0013130904,0.0013130904
-0.656715,-5.419319,0,0,2.4899297,6.629981,0.9901888,0.009811237,0.0057843653,0.005784364
-1.1956682,-3.9030137,0,0,2.3553698,6.3829193,0.92693883,0.07306109,0.0415157,0.0415157
-0.045856383,-7.229669,0,0,2.282411,6.2339892,0.9991098,0.0008901997,0.00062837737,0.00062837894
-0.29853818,-6.828569,0,0,2.6831138,7.1932974,0.9982465,0.0017534809,0.0010781541,0.0010781522
-0.4168012,-6.480446,0,0,2.4291103,6.554804,0.9968614,0.0031385869,0.0029246449,0.0029246432
-0.30838948,-6.813079,0,0,2.6547487,7.1577573,0.9983365,0.0016634733,0.001146833,0.0011468336
-0.3055643,-6.845015,0,0,2.2515092,6.1460857,0.9980883,0.0019116779,0.00161268,0.0016126803
-0.29957843,-6.6355505,0,0,2.6717913,7.2295465,0.998054,0.0019460027,0.00091979513,0.00091979594
-0.636316,-5.3183036,0,0,2.5265055,6.698123,0.9896775,0.010322439,0.006569456,0.0065694554
-0.27580133,-6.7855234,0,0,2.6566656,7.119463,0.99811834,0.0018816601,0.0011862231,0.0011862228
-0.26340306,-6.9885726,0,0,2.6420906,7.34457,0.9987388,0.0012611556,0.0004933189,0.0004933173
-1.0315353,-3.9512413,0,0,2.0716105,5.9792867,0.9478727,0.05212724,0.021927431,0.02192743
-0.3079856,-6.986717,0,0,2.682224,6.886851,0.9983383,0.0016616961,0.0015807289,0.0015807273
-0.4268484,-6.5038223,0,0,2.2548192,6.421934,0.9973135,0.0026864796,0.0012749775,0.0012749798
-0.41229266,-6.4061847,0,0,2.4409738,6.6444592,0.99676704,0.00323294,0.0020200273,0.0020200277
-0.30666998,-6.794198,0,0,2.6663451,7.1473455,0.9982977,0.0017022147,0.0008739525,0.00087395037
-0.55126315,-5.6938653,0,0,2.5850143,6.822307,0.992532,0.0074678776,0.004724556,0.004724556
-0.19585338,-7.2490954,0,0,2.5994325,6.849434,0.9990679,0.00093203713,0.0005305566,0.0005305558
-1.2330974,-3.688109,0,0,2.211566,6.1528125,0.9004805,0.099519566,0.06783331,0.06783331
-0.36669183,-6.373944,0,0,2.59684,6.895468,0.9969321,0.003067997,0.0020404381,0.0020404374
-0.30956885,-7.0481596,0,0,2.5080059,6.654749,0.9982911,0.0017089186,0.0018129201,0.0018129228
-0.6402125,-5.482889,0,0,2.560538,6.7655163,0.9907448,0.00925517,0.006149049,0.0061490457
-0.4218136,-6.3119607,0,0,2.6454837,6.901888,0.99641985,0.0035800354,0.0027482742,0.002748273
-0.34518525,-6.5310016,0,0,2.485043,6.62304,0.99752593,0.0024740766,0.0016680515,0.001668054
-0.5839812,-5.941036,0,0,2.1380002,6.0354977,0.9942074,0.0057925475,0.004576278,0.0045762784
-0.30471984,-7.006125,0,0,2.6340313,7.0610213,0.9984995,0.0015004099,0.0012553706,0.0012553706
-0.43499088,-6.09746,0,0,2.5742738,6.8682423,0.9958354,0.0041645975,0.003024849,0.0030248507
-0.8823659,-4.7438602,0,0,2.2764485,6.2607174,0.9765332,0.02346678,0.017573971,0.017573973
-0.470324,-6.1503544,0,0,2.5661948,6.7487493,0.99577945,0.004220471,0.0029676727,0.002967674
-0.68399554,-5.311276,0,0,2.4717069,6.5430613,0.987269,0.012731012,0.008712981,0.008712978
-0.29396975,-7.0581284,0,0,2.6002283,6.7574706,0.99805886,0.0019411822,0.0023859367,0.0023859357
